brand,region,event_type,start_date,sell_through_pct,units_sold,pitch_hz,volume,instrument
Armani Beauty,Asia-Pacific,Mobile Pop-Up Truck,2025-03-19,93.06,3716,717.4770642201835,0.6051371353939922,square
Armani Beauty,North America,Mobile Pop-Up Truck,2025-03-29,56.61,2261,517.2477064220184,0.3167174575533304,square
Armani Beauty,Asia-Pacific,Standalone Pop-Up,2025-04-05,95.93,3323,663.394495412844,0.23117109272964736,square
Armani Beauty,Asia-Pacific,Mobile Pop-Up Truck,2025-04-10,71.45,3294,659.4036697247707,0.006312581628210709,square
Armani Beauty,Latin America,Shop-in-Shop,2025-05-03,91.44,1356,392.7064220183486,0.4218545929473226,square
Armani Beauty,North America,Shop-in-Shop,2025-05-06,71.73,510,276.2844036697248,0.18415324336090552,square
Armani Beauty,North America,Shop-in-Shop,2025-05-07,84.57,855,323.76146788990826,0.07509795385285155,square
Armani Beauty,Latin America,Mall Kiosk,2025-05-13,86.32,2253,516.1467889908257,0.304309969525468,square
Armani Beauty,Asia-Pacific,Standalone Pop-Up,2025-05-20,94.88,3394,673.165137614679,0.24836743578580758,square
Armani Beauty,Middle East,Flash Event,2025-05-21,96.19,3134,637.3853211009175,0.056595559425337394,square
Armani Beauty,North America,Mobile Pop-Up Truck,2025-05-28,81.48,2605,564.5871559633027,0.1151501959077057,square
Armani Beauty,Europe,Mobile Pop-Up Truck,2025-06-09,76.38,999,343.57798165137615,0.3495864170657379,square
Armani Beauty,North America,Flash Event,2025-06-13,69.63,470,270.7798165137615,0.1151501959077057,square
Armani Beauty,North America,Standalone Pop-Up,2025-06-16,100.0,1168,366.8348623853211,0.151937309534175,square
Armani Beauty,Europe,Shop-in-Shop,2025-06-25,65.19,2431,540.6422018348624,0.27492381367000435,square
Armani Beauty,Europe,Shop-in-Shop,2025-07-02,85.59,4085,768.256880733945,0.36003482803656944,square
Armani Beauty,Latin America,Standalone Pop-Up,2025-07-03,92.25,821,319.08256880733944,0.7104919460165433,square
Armani Beauty,Europe,Mall Kiosk,2025-07-25,62.28,2800,591.4220183486239,0.43077927731824117,square
Bobbi Brown,North America,Mobile Pop-Up Truck,2024-02-21,69.7,1707,441.0091743119266,0.0,triangle
Bobbi Brown,North America,Shop-in-Shop,2024-02-27,68.32,2547,556.605504587156,0.1828471919895516,triangle
Bobbi Brown,North America,Standalone Pop-Up,2024-03-02,77.79,3545,693.9449541284403,0.217239878101872,triangle
Bobbi Brown,Middle East,Mobile Pop-Up Truck,2024-03-06,73.65,1870,463.4403669724771,0.36460600783630825,triangle
Bobbi Brown,Middle East,Mobile Pop-Up Truck,2024-03-08,51.08,284,245.1834862385321,0.3452329124945581,triangle
Bobbi Brown,Europe,Standalone Pop-Up,2024-03-11,44.63,1626,429.86238532110093,0.29212015672616454,triangle
Bobbi Brown,Middle East,Standalone Pop-Up,2024-03-18,81.36,1244,377.29357798165137,0.08315193730953417,triangle
Bobbi Brown,North America,Mobile Pop-Up Truck,2024-03-26,58.92,869,325.6880733944954,0.08162821070962124,triangle
Bobbi Brown,Middle East,Mall Kiosk,2024-03-26,64.44,2486,548.2110091743119,0.3519808445798868,triangle
Bobbi Brown,Middle East,Shop-in-Shop,2024-03-26,60.63,402,261.42201834862385,0.4536351763169351,triangle
Bobbi Brown,Middle East,Mall Kiosk,2024-04-05,59.36,2604,564.4495412844037,0.47932085328689594,triangle
Bobbi Brown,North America,Flash Event,2024-04-07,85.35,705,303.11926605504584,0.413365259033522,triangle
Bobbi Brown,Asia-Pacific,Shop-in-Shop,2024-04-13,84.38,2377,533.2110091743119,0.36395298215063127,triangle
Bobbi Brown,Latin America,Flash Event,2024-04-13,86.58,4257,791.9266055045872,0.4092294296909012,triangle
Bobbi Brown,Latin America,Mall Kiosk,2024-04-18,75.79,792,315.0917431192661,0.7542446669569003,triangle
Bobbi Brown,Latin America,Flash Event,2024-05-15,92.4,1897,467.1559633027523,0.24053112755768394,triangle
Bobbi Brown,Europe,Mall Kiosk,2024-05-26,85.44,2453,543.6697247706422,0.12102742707879843,triangle
Bobbi Brown,North America,Mobile Pop-Up Truck,2024-06-22,63.62,327,251.10091743119267,0.4627775359164127,triangle
Bobbi Brown,Middle East,Shop-in-Shop,2024-06-23,94.23,4053,763.8532110091743,0.8110579016107967,triangle
Bobbi Brown,Europe,Shop-in-Shop,2024-06-27,83.06,515,276.9724770642202,0.7701349586417066,triangle
Bobbi Brown,Europe,Mobile Pop-Up Truck,2024-07-18,93.77,3835,733.8532110091743,0.7226817588158467,triangle
Bobbi Brown,Latin America,Standalone Pop-Up,2024-07-21,96.65,4206,784.9082568807339,0.08075750979538529,triangle
Bobbi Brown,North America,Standalone Pop-Up,2024-07-21,50.66,1954,475.0,0.49020461471484544,triangle
Bobbi Brown,Europe,Flash Event,2024-07-21,73.86,616,290.8715596330275,0.2912494558119286,triangle
Bobbi Brown,North America,Flash Event,2024-07-21,50.47,373,257.43119266055044,0.05289508053983457,triangle
Bobbi Brown,North America,Shop-in-Shop,2024-07-24,66.62,3138,637.9357798165138,0.6018720069656073,triangle
Bobbi Brown,Europe,Mobile Pop-Up Truck,2024-07-25,82.53,893,328.9908256880734,0.48868088811493254,triangle
Bobbi Brown,Latin America,Shop-in-Shop,2024-07-28,73.04,1877,464.4036697247706,0.21419242490204615,triangle
Bobbi Brown,Asia-Pacific,Mobile Pop-Up Truck,2024-07-30,81.86,4015,758.6238532110092,0.4653896386591206,triangle
Bobbi Brown,North America,Flash Event,2024-08-03,70.72,1234,375.91743119266056,0.6053548106225511,triangle
Bobbi Brown,Middle East,Mobile Pop-Up Truck,2024-08-06,67.59,1543,418.4403669724771,0.0672616456247279,triangle
Bobbi Brown,Europe,Standalone Pop-Up,2024-08-06,58.95,2348,529.2201834862385,0.17522855898998693,triangle
Bobbi Brown,Middle East,Standalone Pop-Up,2024-08-10,51.49,173,229.90825688073394,0.4734436221158032,triangle
Bobbi Brown,North America,Flash Event,2024-08-18,78.03,1715,442.11009174311926,0.33565520243796254,triangle
Bobbi Brown,North America,Mobile Pop-Up Truck,2024-08-22,67.89,2797,591.0091743119266,0.23552459730082717,triangle
Bobbi Brown,Middle East,Shop-in-Shop,2024-08-26,86.8,2636,568.8532110091744,0.03504571179799739,triangle
Bobbi Brown,Latin America,Mobile Pop-Up Truck,2024-09-04,91.86,3748,721.8807339449542,0.24205485415759687,triangle
Bobbi Brown,Europe,Standalone Pop-Up,2024-09-07,60.06,2149,501.8348623853211,0.348062690465825,triangle
Bobbi Brown,Asia-Pacific,Mall Kiosk,2024-09-09,86.34,2093,494.1284403669725,0.012189812799303439,triangle
Bobbi Brown,North America,Mall Kiosk,2024-09-22,87.94,2348,529.2201834862385,0.05550718328254245,triangle
Bobbi Brown,Europe,Mobile Pop-Up Truck,2024-10-04,73.28,3431,678.256880733945,0.23574227252938615,triangle
Bobbi Brown,Asia-Pacific,Standalone Pop-Up,2024-10-04,59.09,1589,424.7706422018349,0.40095777100565955,triangle
Bobbi Brown,Europe,Shop-in-Shop,2024-10-10,77.05,1447,405.22935779816515,0.03090988245537658,triangle
Bobbi Brown,Latin America,Shop-in-Shop,2024-10-10,83.5,1376,395.4587155963303,0.01545494122768829,triangle
Bobbi Brown,Asia-Pacific,Standalone Pop-Up,2024-10-11,95.91,4340,803.3486238532109,0.6451893774488463,triangle
Bobbi Brown,Europe,Flash Event,2024-10-13,61.8,1019,346.33027522935777,0.7228994340444057,triangle
Bobbi Brown,Europe,Flash Event,2024-10-13,57.33,1435,403.57798165137615,0.09055289508053983,triangle
Bobbi Brown,Latin America,Mall Kiosk,2024-10-20,63.47,2064,490.13761467889907,0.1369177187636047,triangle
Bobbi Brown,Middle East,Flash Event,2024-10-20,89.87,2849,598.1651376146789,0.17087505441880713,triangle
Bobbi Brown,North America,Mall Kiosk,2024-10-30,65.26,464,269.95412844036696,0.5191554201131912,triangle
Bobbi Brown,Latin America,Mall Kiosk,2024-11-03,80.22,1322,388.02752293577976,0.18676534610361342,triangle
Bobbi Brown,Asia-Pacific,Mall Kiosk,2024-11-19,90.49,3913,744.5871559633027,0.563996517196343,triangle
Bobbi Brown,North America,Shop-in-Shop,2024-11-27,78.56,1620,429.0366972477064,0.49912929908576403,triangle
Bobbi Brown,Middle East,Standalone Pop-Up,2024-12-05,52.99,2462,544.9082568807339,0.18328254244666956,triangle
Bobbi Brown,Asia-Pacific,Mall Kiosk,2024-12-06,86.96,1260,379.4954128440367,0.261645624727906,triangle
Bobbi Brown,Europe,Mall Kiosk,2024-12-11,88.2,1675,436.605504587156,0.09033521985198084,triangle
Bobbi Brown,North America,Flash Event,2024-12-16,46.6,2165,504.0366972477064,0.10666086199390509,triangle
Bobbi Brown,Middle East,Mall Kiosk,2024-12-16,61.1,2818,593.8990825688073,0.14214192424902047,triangle
Bobbi Brown,Latin America,Standalone Pop-Up,2024-12-23,88.5,3900,742.7981651376147,0.23552459730082717,triangle
Bobbi Brown,Middle East,Mall Kiosk,2024-12-24,78.97,2794,590.5963302752293,0.24074880278624292,triangle
Bobbi Brown,North America,Mall Kiosk,2025-01-04,46.28,803,316.60550458715596,0.43339138006094907,triangle
Bobbi Brown,Asia-Pacific,Shop-in-Shop,2025-01-05,82.82,3568,697.1100917431193,0.6018720069656073,triangle
Bobbi Brown,Middle East,Mall Kiosk,2025-01-29,53.64,877,326.7889908256881,0.585764040052242,triangle
Bobbi Brown,Latin America,Shop-in-Shop,2025-02-01,70.72,413,262.9357798165138,0.10100130605137135,triangle
Bobbi Brown,Latin America,Shop-in-Shop,2025-02-14,40.64,1611,427.79816513761466,0.26077492381367,triangle
Bobbi Brown,North America,Mall Kiosk,2025-03-05,60.08,2605,564.5871559633027,0.21636917718763604,triangle
Bobbi Brown,Europe,Mall Kiosk,2025-03-10,72.57,1643,432.20183486238534,0.20940356987374836,triangle
Bobbi Brown,Latin America,Flash Event,2025-03-15,89.86,3712,716.9266055045871,0.4503700478885503,triangle
Bobbi Brown,North America,Shop-in-Shop,2025-03-21,54.61,1517,414.86238532110093,0.47779712668698304,triangle
Bobbi Brown,Asia-Pacific,Flash Event,2025-03-24,98.22,4749,859.6330275229358,0.7035263387026557,triangle
Bobbi Brown,Middle East,Shop-in-Shop,2025-03-26,47.42,2097,494.6788990825688,0.5772747061384415,triangle
Bobbi Brown,Latin America,Flash Event,2025-03-31,63.9,3054,626.3761467889908,0.20831519373095342,triangle
Bobbi Brown,Latin America,Mall Kiosk,2025-04-05,44.03,818,318.66972477064223,0.48672181105790163,triangle
Bobbi Brown,Latin America,Standalone Pop-Up,2025-04-14,79.3,1498,412.2477064220183,0.14801915542011318,triangle
Bobbi Brown,Europe,Shop-in-Shop,2025-04-19,67.42,3021,621.8348623853211,0.33151937309534174,triangle
Bobbi Brown,North America,Mall Kiosk,2025-04-20,58.14,150,226.74311926605503,0.6249455811928603,triangle
Bobbi Brown,Latin America,Standalone Pop-Up,2025-04-23,100.0,4561,833.7614678899083,0.9601654331737048,triangle
Bobbi Brown,Latin America,Shop-in-Shop,2025-05-03,58.54,747,308.89908256880733,0.8302133217239878,triangle
Bobbi Brown,Europe,Standalone Pop-Up,2025-05-03,77.3,1284,382.79816513761466,0.11689159773617762,triangle
Bobbi Brown,North America,Flash Event,2025-05-05,83.1,3235,651.2844036697247,0.42468437091858946,triangle
Bobbi Brown,Middle East,Mall Kiosk,2025-05-16,84.88,3566,696.8348623853211,0.07205050065302569,triangle
Bobbi Brown,Europe,Shop-in-Shop,2025-05-19,86.63,661,297.0642201834862,0.632346538963866,triangle
Bobbi Brown,Asia-Pacific,Standalone Pop-Up,2025-05-22,55.83,1369,394.4954128440367,0.15411406181976492,triangle
Bobbi Brown,North America,Mall Kiosk,2025-06-08,74.47,2893,604.2201834862385,0.3317370483239007,triangle
Bobbi Brown,Europe,Standalone Pop-Up,2025-06-08,66.75,281,244.77064220183485,0.5685676969960819,triangle
Bobbi Brown,Latin America,Standalone Pop-Up,2025-06-15,74.01,2939,610.5504587155963,0.5785807575097954,triangle
Bobbi Brown,Middle East,Standalone Pop-Up,2025-06-23,62.9,663,297.3394495412844,0.4954288202002612,triangle
Bobbi Brown,Asia-Pacific,Standalone Pop-Up,2025-06-27,87.29,2933,609.7247706422019,0.49412276882890727,triangle
Bobbi Brown,Europe,Mobile Pop-Up Truck,2025-07-05,89.59,680,299.6788990825688,0.4904222899434044,triangle
Bobbi Brown,Middle East,Mobile Pop-Up Truck,2025-07-15,94.93,206,234.44954128440367,0.10317805833696125,triangle
Chanel,North America,Standalone Pop-Up,2024-02-27,65.38,1048,350.3211009174312,0.0,triangle
Chanel,Middle East,Standalone Pop-Up,2024-03-02,88.05,2978,615.9174311926606,0.42011319111885065,triangle
Chanel,Europe,Flash Event,2024-03-04,61.05,1069,353.2110091743119,0.4155420113191119,triangle
Chanel,North America,Flash Event,2024-03-04,72.91,2976,615.6422018348624,0.4151066608619939,triangle
Chanel,Middle East,Mall Kiosk,2024-03-25,52.07,768,311.7889908256881,0.48062690465824986,triangle
Chanel,North America,Flash Event,2024-04-02,64.22,2552,557.2935779816514,0.3883326077492381,triangle
Chanel,North America,Mobile Pop-Up Truck,2024-04-08,75.45,3740,720.7798165137615,0.2585981715280801,triangle
Chanel,Latin America,Shop-in-Shop,2024-04-11,56.55,1524,415.8256880733945,0.4823683064867218,triangle
Chanel,Asia-Pacific,Mall Kiosk,2024-04-13,53.9,242,239.40366972477065,0.27905964301262515,triangle
Chanel,North America,Mobile Pop-Up Truck,2024-04-20,83.98,435,265.9633027522936,0.04201131911188507,triangle
Chanel,Latin America,Flash Event,2024-04-23,83.7,2603,564.3119266055046,0.4719198955158903,triangle
Chanel,Europe,Flash Event,2024-04-26,72.55,756,310.13761467889907,0.4020461471484545,triangle
Chanel,Middle East,Shop-in-Shop,2024-04-30,56.3,1411,400.27522935779814,0.14257727470613843,triangle
Chanel,Middle East,Shop-in-Shop,2024-05-03,86.81,3555,695.3211009174312,0.4666956900304745,triangle
Chanel,North America,Mobile Pop-Up Truck,2024-05-08,92.23,4463,820.2752293577981,0.1976491075315629,triangle
Chanel,Latin America,Flash Event,2024-05-20,55.94,2012,482.9816513761468,0.5335219851980845,triangle
Chanel,Latin America,Shop-in-Shop,2024-05-22,69.87,3485,685.6880733944954,0.32063561166739224,triangle
Chanel,Latin America,Mall Kiosk,2024-05-29,53.25,2507,551.1009174311926,0.2128863735306922,triangle
Chanel,North America,Shop-in-Shop,2024-05-31,50.53,287,245.59633027522935,0.48323900740095777,triangle
Chanel,Middle East,Mall Kiosk,2024-05-31,56.85,1717,442.3853211009174,0.3112755768393557,triangle
Chanel,Asia-Pacific,Shop-in-Shop,2024-06-07,56.28,1336,389.95412844036696,0.08293426208097518,triangle
Chanel,Asia-Pacific,Standalone Pop-Up,2024-06-16,86.92,1462,407.29357798165137,0.027427078798432737,triangle
Chanel,Middle East,Mobile Pop-Up Truck,2024-06-25,68.07,1910,468.9449541284404,0.09751850239442751,triangle
Chanel,Latin America,Standalone Pop-Up,2024-06-27,78.92,3612,703.1651376146789,0.37048323900740093,triangle
Chanel,Asia-Pacific,Mobile Pop-Up Truck,2024-06-28,85.26,1267,380.4587155963303,0.5104484109708315,triangle
Chanel,Asia-Pacific,Flash Event,2024-07-04,91.05,2962,613.7155963302753,0.36895951240748803,triangle
Chanel,Latin America,Mobile Pop-Up Truck,2024-07-06,91.67,209,234.86238532110093,0.5992599042228994,triangle
Chanel,Middle East,Shop-in-Shop,2024-07-10,85.55,983,341.3761467889908,0.16848062690465826,triangle
Chanel,Latin America,Standalone Pop-Up,2024-07-15,100.0,1145,363.66972477064223,0.035263387026556375,triangle
Chanel,Middle East,Flash Event,2024-07-17,70.87,2416,538.5779816513761,0.2766652154984763,triangle
Chanel,North America,Mall Kiosk,2024-07-18,58.55,1996,480.7798165137615,0.0914235959947758,triangle
Chanel,Middle East,Mall Kiosk,2024-07-23,93.24,4153,777.6146788990826,0.4695254680017414,triangle
Chanel,Middle East,Mall Kiosk,2024-07-27,63.83,2926,608.7614678899083,0.2670875054418807,triangle
Chanel,Asia-Pacific,Shop-in-Shop,2024-07-30,91.69,3300,660.2293577981651,0.08141053548106225,triangle
Chanel,Middle East,Mobile Pop-Up Truck,2024-08-14,60.27,2787,589.6330275229358,0.11166739225076186,triangle
Chanel,Latin America,Flash Event,2024-08-30,67.39,463,269.8165137614679,0.5058772311710927,triangle
Chanel,Latin America,Mall Kiosk,2024-09-05,66.48,704,302.9816513761468,0.05245973008271659,triangle
Chanel,Europe,Shop-in-Shop,2024-09-25,61.96,2484,547.9357798165138,0.3874619068350022,triangle
Chanel,North America,Standalone Pop-Up,2024-09-29,73.98,3404,674.5412844036697,0.2002612102742708,triangle
Chanel,Europe,Mobile Pop-Up Truck,2024-10-16,64.74,3142,638.4862385321101,0.05703090988245538,triangle
Chanel,Latin America,Shop-in-Shop,2024-10-21,75.64,1885,465.5045871559633,0.2736177622986504,triangle
Chanel,Middle East,Mobile Pop-Up Truck,2024-10-24,78.65,2638,569.1284403669724,0.16390944710491945,triangle
Chanel,Asia-Pacific,Shop-in-Shop,2024-11-04,69.75,1231,375.5045871559633,0.3062690465824989,triangle
Chanel,Latin America,Shop-in-Shop,2024-11-06,70.0,3314,662.1559633027523,0.45341750108837614,triangle
Chanel,Asia-Pacific,Standalone Pop-Up,2024-11-17,66.58,542,280.6880733944954,0.6033957335655202,triangle
Chanel,Asia-Pacific,Flash Event,2024-11-26,77.28,534,279.58715596330273,0.0017414018284719198,triangle
Chanel,Latin America,Flash Event,2024-12-06,55.75,1086,355.55045871559633,0.12015672616456247,triangle
Chanel,Latin America,Mall Kiosk,2024-12-08,72.15,285,245.32110091743118,0.174357858075751,triangle
Chanel,Middle East,Flash Event,2024-12-10,100.0,4879,877.5229357798165,1.0,triangle
Chanel,North America,Shop-in-Shop,2024-12-16,65.22,1909,468.80733944954125,0.6464954288202003,triangle
Chanel,Latin America,Flash Event,2025-01-02,64.29,540,280.41284403669727,0.29799738789725727,triangle
Chanel,Asia-Pacific,Flash Event,2025-01-16,56.61,1340,390.50458715596335,0.174140182847192,triangle
Chanel,North America,Standalone Pop-Up,2025-01-25,77.8,2870,601.0550458715596,0.3330430996952547,triangle
Chanel,North America,Mall Kiosk,2025-01-26,79.45,831,320.4587155963303,0.44383979103178056,triangle
Chanel,Asia-Pacific,Shop-in-Shop,2025-01-27,67.23,2093,494.1284403669725,0.27470613844144537,triangle
Chanel,North America,Standalone Pop-Up,2025-02-01,70.24,1808,454.908256880734,0.062037440139312144,triangle
Chanel,Latin America,Mobile Pop-Up Truck,2025-02-05,88.52,3824,732.3394495412844,0.4388332607749238,triangle
Chanel,North America,Mobile Pop-Up Truck,2025-02-09,83.46,3723,718.440366972477,0.02198519808445799,triangle
Chanel,Europe,Shop-in-Shop,2025-02-13,62.86,2639,569.2660550458716,0.23595994775794515,triangle
Chanel,Latin America,Flash Event,2025-02-13,61.84,2873,601.4678899082569,0.05093600348280366,triangle
Chanel,Asia-Pacific,Shop-in-Shop,2025-02-20,68.08,386,259.2201834862385,0.5413582934262081,triangle
Chanel,Latin America,Standalone Pop-Up,2025-02-27,88.45,3744,721.3302752293578,0.7309534175010883,triangle
Chanel,Europe,Shop-in-Shop,2025-03-04,66.8,1012,345.3669724770642,0.5946887244231607,triangle
Chanel,Europe,Mall Kiosk,2025-03-05,59.81,500,274.9082568807339,0.11144971702220287,triangle
Chanel,North America,Flash Event,2025-03-08,65.34,2179,505.9633027522936,0.36547670875054417,triangle
Chanel,North America,Flash Event,2025-03-09,56.44,1306,385.82568807339453,0.19003047453199826,triangle
